filepath,class,domain,label,cae_score,patchcore_score,padim_score
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2495.JPG,common_rust,plantvillage,1,0.0026098206,3.041154,7.1076465
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2496.JPG,common_rust,plantvillage,1,0.0026539112,3.0509658,6.5560017
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2497.JPG,common_rust,plantvillage,1,0.0023941365,2.999711,6.142412
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2498.JPG,common_rust,plantvillage,1,0.0029467926,3.2503061,7.6345725
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2499.JPG,common_rust,plantvillage,1,0.002853239,3.1164246,7.0779786
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2500.JPG,common_rust,plantvillage,1,0.0026324703,3.0581675,6.3275433
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2501.JPG,common_rust,plantvillage,1,0.002976555,3.0355372,6.2156525
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2502.JPG,common_rust,plantvillage,1,0.0030802933,3.1686919,7.1354685
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2503.JPG,common_rust,plantvillage,1,0.0032990868,3.3154027,7.7696238
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2504.JPG,common_rust,plantvillage,1,0.0037639271,3.2825603,6.8777127
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2505.JPG,common_rust,plantvillage,1,0.0034237585,3.2898874,7.5360193
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2506.JPG,common_rust,plantvillage,1,0.003670275,3.2958906,7.9718986
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2507.JPG,common_rust,plantvillage,1,0.0038884468,3.297707,7.324205
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2508.JPG,common_rust,plantvillage,1,0.0034614976,3.4242384,8.389034
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2509.JPG,common_rust,plantvillage,1,0.003488734,3.31268,7.868104
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2510.JPG,common_rust,plantvillage,1,0.0031515954,3.1693738,7.188347
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2511.JPG,common_rust,plantvillage,1,0.0022428487,2.875659,5.588938
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2512.JPG,common_rust,plantvillage,1,0.002833128,2.9100153,6.1819854
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2513.JPG,common_rust,plantvillage,1,0.0026334669,2.9446435,5.97899
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2514.JPG,common_rust,plantvillage,1,0.0033706515,3.0737996,6.9192657
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2515.JPG,common_rust,plantvillage,1,0.0032725348,2.9636018,6.1238604
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2516.JPG,common_rust,plantvillage,1,0.0032627897,3.0620098,6.769369
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2517.JPG,common_rust,plantvillage,1,0.0036795503,3.2445436,7.540547
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2518.JPG,common_rust,plantvillage,1,0.004760391,3.3627949,8.153381
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2519.JPG,common_rust,plantvillage,1,0.0055774646,3.202244,7.7289147
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2520.JPG,common_rust,plantvillage,1,0.0054975133,3.2126334,7.623074
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2521.JPG,common_rust,plantvillage,1,0.0039676763,3.3145568,7.481124
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2522.JPG,common_rust,plantvillage,1,0.0037694839,3.253991,7.094302
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2523.JPG,common_rust,plantvillage,1,0.0035709038,3.2636487,6.8784914
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2524.JPG,common_rust,plantvillage,1,0.0032477328,3.263865,7.477171
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2525.JPG,common_rust,plantvillage,1,0.0034968182,3.2426987,7.6274424
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2526.JPG,common_rust,plantvillage,1,0.00412902,3.34331,7.9463005
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2527.JPG,common_rust,plantvillage,1,0.0048390417,3.395988,8.354646
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2528.JPG,common_rust,plantvillage,1,0.003716277,3.2704294,8.067909
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2529.JPG,common_rust,plantvillage,1,0.004589358,3.335772,8.261427
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2530.JPG,common_rust,plantvillage,1,0.003255013,3.0986876,6.2677298
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2531.JPG,common_rust,plantvillage,1,0.0034756246,3.204346,7.668141
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2532.JPG,common_rust,plantvillage,1,0.0027436484,3.083638,7.201415
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2533.JPG,common_rust,plantvillage,1,0.0028037175,3.146016,7.0594673
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2534.JPG,common_rust,plantvillage,1,0.0036477805,3.235537,6.8850756
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2535.JPG,common_rust,plantvillage,1,0.0041825357,3.4078643,8.170371
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2536.JPG,common_rust,plantvillage,1,0.0037857434,3.1646876,7.012865
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2537.JPG,common_rust,plantvillage,1,0.0043280716,3.309322,7.8738055
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2538.JPG,common_rust,plantvillage,1,0.004705496,3.3947082,8.480273
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2539.JPG,common_rust,plantvillage,1,0.0043407166,3.3561718,7.9606676
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2540.JPG,common_rust,plantvillage,1,0.003758296,3.3395765,8.250402
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2541.JPG,common_rust,plantvillage,1,0.0029134983,3.1907678,7.206121
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2542.JPG,common_rust,plantvillage,1,0.0031005978,3.126213,7.120905
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2543.JPG,common_rust,plantvillage,1,0.0034765047,3.3076377,7.6682477
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2544.JPG,common_rust,plantvillage,1,0.0033711735,3.3840475,8.64447
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2545.JPG,common_rust,plantvillage,1,0.002571886,3.139753,6.6865034
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2546.JPG,common_rust,plantvillage,1,0.0030581504,3.2624993,7.462211
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2547.JPG,common_rust,plantvillage,1,0.0037491738,3.3185072,7.9570985
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2548.JPG,common_rust,plantvillage,1,0.0037720415,3.308992,7.7336984
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2549.JPG,common_rust,plantvillage,1,0.0037180255,3.2673635,7.8170457
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2550.JPG,common_rust,plantvillage,1,0.0037259746,3.2672603,7.993687
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2551.JPG,common_rust,plantvillage,1,0.0051128003,3.3767345,8.739886
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2552.JPG,common_rust,plantvillage,1,0.0054913424,3.4132166,8.860764
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2553.JPG,common_rust,plantvillage,1,0.0030523425,3.1263897,6.6655416
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2554.JPG,common_rust,plantvillage,1,0.0033954307,3.2033756,7.255597
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2555.JPG,common_rust,plantvillage,1,0.0031069978,3.2740226,7.9300804
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2556.JPG,common_rust,plantvillage,1,0.0030534677,3.2858064,7.815934
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2557.JPG,common_rust,plantvillage,1,0.0031752754,3.11903,6.8695607
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2558.JPG,common_rust,plantvillage,1,0.0041125063,3.2396607,7.4175262
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2559.JPG,common_rust,plantvillage,1,0.0031234594,3.0435064,6.4312763
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2560.JPG,common_rust,plantvillage,1,0.003310671,3.1822178,7.443344
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2561.JPG,common_rust,plantvillage,1,0.003243593,3.0003219,6.0279827
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2562.JPG,common_rust,plantvillage,1,0.0031543763,3.1446018,7.0091577
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2563.JPG,common_rust,plantvillage,1,0.0038498593,3.3046196,8.393467
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2564.JPG,common_rust,plantvillage,1,0.004389234,3.3410873,8.586915
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2565.JPG,common_rust,plantvillage,1,0.0038980253,3.3434927,8.302254
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2566.JPG,common_rust,plantvillage,1,0.0036723707,3.2389212,7.6851954
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2567.JPG,common_rust,plantvillage,1,0.0035092402,3.2682986,6.9465322
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2568.JPG,common_rust,plantvillage,1,0.004122805,3.3570273,7.7964673
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2569.JPG,common_rust,plantvillage,1,0.0041685607,3.3799381,8.24103
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2570.JPG,common_rust,plantvillage,1,0.0038856508,3.3054447,7.6008177
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2571.JPG,common_rust,plantvillage,1,0.004043562,3.3001459,7.963973
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2572.JPG,common_rust,plantvillage,1,0.0032911873,3.3374808,7.863711
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2573.JPG,common_rust,plantvillage,1,0.0054133716,3.2883263,8.07896
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2574.JPG,common_rust,plantvillage,1,0.004074935,3.255026,7.4638247
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2575.JPG,common_rust,plantvillage,1,0.0040081115,3.2935286,8.182528
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2576.JPG,common_rust,plantvillage,1,0.004350731,3.387755,8.362723
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2577.JPG,common_rust,plantvillage,1,0.004725376,3.4246342,8.8776045
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2578.JPG,common_rust,plantvillage,1,0.0029399986,3.1561902,7.2403646
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2579.JPG,common_rust,plantvillage,1,0.0033597564,3.1600122,7.1325297
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2580.JPG,common_rust,plantvillage,1,0.0033825892,3.2532709,7.515241
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2581.JPG,common_rust,plantvillage,1,0.0034204829,3.2555883,8.040319
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2582.JPG,common_rust,plantvillage,1,0.0034312787,3.2475398,7.6361256
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2583.JPG,common_rust,plantvillage,1,0.004002571,3.4118671,8.692219
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2584.JPG,common_rust,plantvillage,1,0.0038690395,3.144832,6.744877
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2585.JPG,common_rust,plantvillage,1,0.003918327,3.1730447,7.1685596
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2586.JPG,common_rust,plantvillage,1,0.0036902842,3.2600355,7.5546446
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2587.JPG,common_rust,plantvillage,1,0.0035012688,3.2462595,6.972904
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2588.JPG,common_rust,plantvillage,1,0.003003586,3.2947206,7.1855307
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2589.JPG,common_rust,plantvillage,1,0.0040145693,3.240821,7.4715257
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2590.JPG,common_rust,plantvillage,1,0.003608175,3.0953994,6.3711452
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2591.JPG,common_rust,plantvillage,1,0.0045165643,3.134832,6.63381
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2592.JPG,common_rust,plantvillage,1,0.003708952,3.0787477,6.5910196
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2593.JPG,common_rust,plantvillage,1,0.003018492,2.9743042,6.546399
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2594.JPG,common_rust,plantvillage,1,0.0034107887,3.2136111,7.1724815
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2595.JPG,common_rust,plantvillage,1,0.0033950768,3.2331116,7.756784
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2596.JPG,common_rust,plantvillage,1,0.0036336258,3.2695925,8.013972
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2597.JPG,common_rust,plantvillage,1,0.0034275334,3.2476575,7.470465
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2598.JPG,common_rust,plantvillage,1,0.0032504722,3.1603565,6.87507
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2599.JPG,common_rust,plantvillage,1,0.0037892736,3.0799282,6.533187
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2600.JPG,common_rust,plantvillage,1,0.0039338972,3.3134887,7.9865584
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2601.JPG,common_rust,plantvillage,1,0.0052219667,3.1914318,6.8463125
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2602.JPG,common_rust,plantvillage,1,0.0037895734,3.1508007,6.6905484
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2603.JPG,common_rust,plantvillage,1,0.004551132,3.313986,8.370025
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2604.JPG,common_rust,plantvillage,1,0.003940776,3.3879735,8.180107
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2605.JPG,common_rust,plantvillage,1,0.0038105696,3.2845123,7.5854106
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2606.JPG,common_rust,plantvillage,1,0.0035450584,3.275796,7.572979
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2607.JPG,common_rust,plantvillage,1,0.004164863,3.1971784,7.1970997
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2608.JPG,common_rust,plantvillage,1,0.004038121,3.2999809,7.26936
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2609.JPG,common_rust,plantvillage,1,0.004003798,3.3259563,7.8152413
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2610.JPG,common_rust,plantvillage,1,0.0029633334,3.122432,7.0725856
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2611.JPG,common_rust,plantvillage,1,0.003317507,3.0998955,6.97402
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2612.JPG,common_rust,plantvillage,1,0.0040267985,3.21124,7.5839157
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2613.JPG,common_rust,plantvillage,1,0.0023436865,2.8684907,6.0934567
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2614.JPG,common_rust,plantvillage,1,0.0028996316,3.0626047,6.859411
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2615.JPG,common_rust,plantvillage,1,0.0032647622,3.0765336,6.797525
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2616.JPG,common_rust,plantvillage,1,0.003457927,3.2783427,7.510743
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2617.JPG,common_rust,plantvillage,1,0.0035692104,3.3412063,8.116505
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2618.JPG,common_rust,plantvillage,1,0.003478282,3.2136996,6.903487
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2619.JPG,common_rust,plantvillage,1,0.0043656356,3.2822235,7.922419
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2620.JPG,common_rust,plantvillage,1,0.004965091,3.4260907,9.139678
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2621.JPG,common_rust,plantvillage,1,0.004326464,3.3323445,8.153696
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2622.JPG,common_rust,plantvillage,1,0.0040493896,3.320212,7.7008677
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2623.JPG,common_rust,plantvillage,1,0.0031021244,3.1005852,6.994041
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2624.JPG,common_rust,plantvillage,1,0.0032792613,3.0765336,6.9835815
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2625.JPG,common_rust,plantvillage,1,0.0029977532,3.0802195,7.015656
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2626.JPG,common_rust,plantvillage,1,0.0025067858,3.0419822,5.7895775
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2627.JPG,common_rust,plantvillage,1,0.0031426968,3.1061513,6.904959
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2628.JPG,common_rust,plantvillage,1,0.0028629608,3.074948,6.6995177
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2629.JPG,common_rust,plantvillage,1,0.004238643,3.4160762,8.222023
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2630.JPG,common_rust,plantvillage,1,0.004165964,3.337487,7.4925947
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2631.JPG,common_rust,plantvillage,1,0.0030742986,3.2024102,7.0612254
