filepath,class,domain,label,score
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2035.JPG,common_rust,plantvillage,1,0.002499681
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2036.JPG,common_rust,plantvillage,1,0.0023440563
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2037.JPG,common_rust,plantvillage,1,0.002983325
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2038.JPG,common_rust,plantvillage,1,0.0028306374
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2039.JPG,common_rust,plantvillage,1,0.0040336912
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2040.JPG,common_rust,plantvillage,1,0.0035854287
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2041.JPG,common_rust,plantvillage,1,0.0036936381
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2042.JPG,common_rust,plantvillage,1,0.0043251044
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2043.JPG,common_rust,plantvillage,1,0.0033856547
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2044.JPG,common_rust,plantvillage,1,0.002331386
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2045.JPG,common_rust,plantvillage,1,0.0033167908
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2046.JPG,common_rust,plantvillage,1,0.0036356281
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2047.JPG,common_rust,plantvillage,1,0.0032006036
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2048.JPG,common_rust,plantvillage,1,0.0037825145
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2049.JPG,common_rust,plantvillage,1,0.002282817
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2050.JPG,common_rust,plantvillage,1,0.0026507634
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2051.JPG,common_rust,plantvillage,1,0.004177819
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2052.JPG,common_rust,plantvillage,1,0.0047785286
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2053.JPG,common_rust,plantvillage,1,0.005359526
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2054.JPG,common_rust,plantvillage,1,0.003407186
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2055.JPG,common_rust,plantvillage,1,0.00408627
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2056.JPG,common_rust,plantvillage,1,0.002358748
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2057.JPG,common_rust,plantvillage,1,0.002897782
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2058.JPG,common_rust,plantvillage,1,0.0032580728
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2059.JPG,common_rust,plantvillage,1,0.002305036
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2060.JPG,common_rust,plantvillage,1,0.0023502298
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2061.JPG,common_rust,plantvillage,1,0.0029910232
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2062.JPG,common_rust,plantvillage,1,0.0031939845
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2063.JPG,common_rust,plantvillage,1,0.004108467
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2064.JPG,common_rust,plantvillage,1,0.0032845305
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2065.JPG,common_rust,plantvillage,1,0.0025562723
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2066.JPG,common_rust,plantvillage,1,0.0029809466
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2067.JPG,common_rust,plantvillage,1,0.0031912853
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2068.JPG,common_rust,plantvillage,1,0.0026604624
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2069.JPG,common_rust,plantvillage,1,0.0029113567
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2070.JPG,common_rust,plantvillage,1,0.003105738
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2071.JPG,common_rust,plantvillage,1,0.0024154317
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2072.JPG,common_rust,plantvillage,1,0.003365206
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2073.JPG,common_rust,plantvillage,1,0.0020671259
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2074.JPG,common_rust,plantvillage,1,0.0035192738
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2075.JPG,common_rust,plantvillage,1,0.0039833332
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2076.JPG,common_rust,plantvillage,1,0.003346817
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2077.JPG,common_rust,plantvillage,1,0.0033442376
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2078.JPG,common_rust,plantvillage,1,0.0024717804
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2079.JPG,common_rust,plantvillage,1,0.0038192696
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2080.JPG,common_rust,plantvillage,1,0.003614061
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2081.JPG,common_rust,plantvillage,1,0.003141413
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2082.JPG,common_rust,plantvillage,1,0.00412729
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2083.JPG,common_rust,plantvillage,1,0.0032402321
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2084.JPG,common_rust,plantvillage,1,0.0038028162
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2085.JPG,common_rust,plantvillage,1,0.0035138894
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2086.JPG,common_rust,plantvillage,1,0.0015378303
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2087.JPG,common_rust,plantvillage,1,0.0034535907
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2088.JPG,common_rust,plantvillage,1,0.0036445037
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2089.JPG,common_rust,plantvillage,1,0.0030086716
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2090.JPG,common_rust,plantvillage,1,0.003621551
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2091.JPG,common_rust,plantvillage,1,0.003961742
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2092.JPG,common_rust,plantvillage,1,0.0037161252
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2093.JPG,common_rust,plantvillage,1,0.0025904241
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2094.JPG,common_rust,plantvillage,1,0.002089003
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2095.JPG,common_rust,plantvillage,1,0.004577003
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2096.JPG,common_rust,plantvillage,1,0.00369072
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2097.JPG,common_rust,plantvillage,1,0.0042815483
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2098.JPG,common_rust,plantvillage,1,0.0032624032
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2099.JPG,common_rust,plantvillage,1,0.0044943234
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2100.JPG,common_rust,plantvillage,1,0.0040097386
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2101.JPG,common_rust,plantvillage,1,0.002813309
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2102.JPG,common_rust,plantvillage,1,0.0045681586
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2103.JPG,common_rust,plantvillage,1,0.0041600983
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2104.JPG,common_rust,plantvillage,1,0.003510402
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2105.JPG,common_rust,plantvillage,1,0.0038945614
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2106.JPG,common_rust,plantvillage,1,0.003126525
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2107.JPG,common_rust,plantvillage,1,0.0027069259
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2108.JPG,common_rust,plantvillage,1,0.0033991737
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2109.JPG,common_rust,plantvillage,1,0.0031402658
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2110.JPG,common_rust,plantvillage,1,0.003713495
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2111.JPG,common_rust,plantvillage,1,0.0023077314
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2112.JPG,common_rust,plantvillage,1,0.0022212057
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2113.JPG,common_rust,plantvillage,1,0.002699826
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2114.JPG,common_rust,plantvillage,1,0.0021761358
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2115.JPG,common_rust,plantvillage,1,0.0025053404
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2117.JPG,common_rust,plantvillage,1,0.00279147
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2118.JPG,common_rust,plantvillage,1,0.003152034
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2119.JPG,common_rust,plantvillage,1,0.0025291212
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2120.JPG,common_rust,plantvillage,1,0.0034483555
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2121.JPG,common_rust,plantvillage,1,0.0037933362
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2122.JPG,common_rust,plantvillage,1,0.0027953777
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2123.JPG,common_rust,plantvillage,1,0.0026129044
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2124.JPG,common_rust,plantvillage,1,0.0030474055
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2125.JPG,common_rust,plantvillage,1,0.0024261652
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2126.JPG,common_rust,plantvillage,1,0.005022721
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2127.JPG,common_rust,plantvillage,1,0.004343311
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2128.JPG,common_rust,plantvillage,1,0.0035060141
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2129.JPG,common_rust,plantvillage,1,0.0021680999
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2130.JPG,common_rust,plantvillage,1,0.0030711065
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2131.JPG,common_rust,plantvillage,1,0.002981836
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2132.JPG,common_rust,plantvillage,1,0.00555655
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2133.JPG,common_rust,plantvillage,1,0.003429621
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2134.JPG,common_rust,plantvillage,1,0.0038586506
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2135.JPG,common_rust,plantvillage,1,0.0033379234
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2136.JPG,common_rust,plantvillage,1,0.003306739
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2137.JPG,common_rust,plantvillage,1,0.003700745
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2138.JPG,common_rust,plantvillage,1,0.0027864005
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2139.JPG,common_rust,plantvillage,1,0.002762396
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2140.JPG,common_rust,plantvillage,1,0.0023901083
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2141.JPG,common_rust,plantvillage,1,0.0032710661
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2142.JPG,common_rust,plantvillage,1,0.0036825961
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2143.JPG,common_rust,plantvillage,1,0.0036220415
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2144.JPG,common_rust,plantvillage,1,0.0028846688
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2145.JPG,common_rust,plantvillage,1,0.0025834646
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2146.JPG,common_rust,plantvillage,1,0.002709246
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2147.JPG,common_rust,plantvillage,1,0.0041631847
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2148.JPG,common_rust,plantvillage,1,0.0032665525
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2149.JPG,common_rust,plantvillage,1,0.0039140293
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2150.JPG,common_rust,plantvillage,1,0.0036265596
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2151.JPG,common_rust,plantvillage,1,0.0045033693
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2152.JPG,common_rust,plantvillage,1,0.00221822
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2153.JPG,common_rust,plantvillage,1,0.0032300276
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2154.JPG,common_rust,plantvillage,1,0.0028503425
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2155.JPG,common_rust,plantvillage,1,0.0023684928
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2156.JPG,common_rust,plantvillage,1,0.002712219
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2157.JPG,common_rust,plantvillage,1,0.00325317
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2158.JPG,common_rust,plantvillage,1,0.0034878578
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2159.JPG,common_rust,plantvillage,1,0.0037102238
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2160.JPG,common_rust,plantvillage,1,0.0037825713
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2161.JPG,common_rust,plantvillage,1,0.0032096866
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2162.JPG,common_rust,plantvillage,1,0.0036282386
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2163.JPG,common_rust,plantvillage,1,0.0038037326
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2164.JPG,common_rust,plantvillage,1,0.003295062
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2165.JPG,common_rust,plantvillage,1,0.0044790683
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2166.JPG,common_rust,plantvillage,1,0.00291623
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2167.JPG,common_rust,plantvillage,1,0.0030467845
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2168.JPG,common_rust,plantvillage,1,0.0031463408
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2169.JPG,common_rust,plantvillage,1,0.0031197346
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2170.JPG,common_rust,plantvillage,1,0.002714293
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2171.JPG,common_rust,plantvillage,1,0.0031030658
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2172.JPG,common_rust,plantvillage,1,0.0035589142
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2173.JPG,common_rust,plantvillage,1,0.0033080466
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2174.JPG,common_rust,plantvillage,1,0.0038554152
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2175.JPG,common_rust,plantvillage,1,0.0035733427
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2176.JPG,common_rust,plantvillage,1,0.003953425
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2177.JPG,common_rust,plantvillage,1,0.0036022614
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2178.JPG,common_rust,plantvillage,1,0.002842591
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2179.JPG,common_rust,plantvillage,1,0.0046798917
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2180.JPG,common_rust,plantvillage,1,0.0027107461
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2181.JPG,common_rust,plantvillage,1,0.002497268
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2182.JPG,common_rust,plantvillage,1,0.0033123516
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2183.JPG,common_rust,plantvillage,1,0.0030600035
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2184.JPG,common_rust,plantvillage,1,0.0034536095
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2185.JPG,common_rust,plantvillage,1,0.0029486571
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2186.JPG,common_rust,plantvillage,1,0.0032519035
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2187.JPG,common_rust,plantvillage,1,0.0034071165
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2188.JPG,common_rust,plantvillage,1,0.004173952
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 2189.JPG,common_rust,plantvillage,1,0.00480536
