filepath,class,domain,label,cae_score,patchcore_score,padim_score,dinov2_score
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1692.JPG,common_rust,plantvillage,1,0.0035689762,3.059972,6.317388,36.07921
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1693.JPG,common_rust,plantvillage,1,0.004043387,3.280459,7.422271,39.40458
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1694.JPG,common_rust,plantvillage,1,0.0041017714,3.3148062,7.02989,41.081535
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1695.JPG,common_rust,plantvillage,1,0.0027072122,2.9476655,6.2534757,34.67823
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1696.JPG,common_rust,plantvillage,1,0.0044306,3.3098795,7.6791997,42.20498
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1697.JPG,common_rust,plantvillage,1,0.0035275253,3.2260294,7.2663965,39.72718
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1698.JPG,common_rust,plantvillage,1,0.0041358043,3.1845982,6.9223857,39.31224
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1699.JPG,common_rust,plantvillage,1,0.0050859908,3.337196,7.4521794,39.54111
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1700.JPG,common_rust,plantvillage,1,0.0043515293,3.1544693,6.677176,38.032814
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1701.JPG,common_rust,plantvillage,1,0.0031642988,3.1439567,6.276429,37.629715
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1702.JPG,common_rust,plantvillage,1,0.0033070147,3.1679301,7.1697745,36.942608
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1703.JPG,common_rust,plantvillage,1,0.0029707986,3.0198183,6.6027017,41.587456
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1704.JPG,common_rust,plantvillage,1,0.003629039,3.2859776,8.110801,46.400436
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1705.JPG,common_rust,plantvillage,1,0.0035779949,3.0793822,6.749602,36.20066
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1706.JPG,common_rust,plantvillage,1,0.0037176374,3.091591,6.5155153,38.293766
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1707.JPG,common_rust,plantvillage,1,0.00351192,3.1047144,6.675804,34.552475
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1708.JPG,common_rust,plantvillage,1,0.0045673265,3.4352696,8.255498,41.728333
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1709.JPG,common_rust,plantvillage,1,0.0035962686,3.228772,7.186684,39.39097
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1710.JPG,common_rust,plantvillage,1,0.0034808158,3.2694724,7.629672,41.50251
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1711.JPG,common_rust,plantvillage,1,0.0039861826,3.30183,7.3467245,41.09645
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1712.JPG,common_rust,plantvillage,1,0.0032058693,3.211521,7.425481,37.432045
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1713.JPG,common_rust,plantvillage,1,0.0044655325,3.1967661,6.822113,40.173843
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1714.JPG,common_rust,plantvillage,1,0.004405785,3.378455,7.9962535,46.39769
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1715.JPG,common_rust,plantvillage,1,0.0042960886,3.1581008,6.7980704,39.220467
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1716.JPG,common_rust,plantvillage,1,0.0037657225,3.1859217,7.232296,38.103214
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1717.JPG,common_rust,plantvillage,1,0.0028552762,3.1611333,6.845506,36.201435
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1718.JPG,common_rust,plantvillage,1,0.0028511053,3.1308177,6.4010153,37.021645
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1719.JPG,common_rust,plantvillage,1,0.0037647588,3.2009401,6.616212,40.53565
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1720.JPG,common_rust,plantvillage,1,0.0047372095,3.2655787,7.478142,45.15084
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1721.JPG,common_rust,plantvillage,1,0.003506337,3.189141,7.1957803,38.983467
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1722.JPG,common_rust,plantvillage,1,0.0026797669,3.0432062,6.676239,38.311935
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1723.JPG,common_rust,plantvillage,1,0.0032787777,3.227452,7.204075,37.848923
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1724.JPG,common_rust,plantvillage,1,0.0029405083,3.0936635,7.1581006,38.208427
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1725.JPG,common_rust,plantvillage,1,0.0025708894,3.1859455,6.852519,35.646606
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1726.JPG,common_rust,plantvillage,1,0.0038916345,3.07385,6.830185,35.83574
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1727.JPG,common_rust,plantvillage,1,0.0031906038,2.9075024,5.4230347,35.936733
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1728.JPG,common_rust,plantvillage,1,0.0041734646,3.2767558,7.308621,44.25612
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1729.JPG,common_rust,plantvillage,1,0.003579441,3.1850998,6.6608396,39.06373
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1730.JPG,common_rust,plantvillage,1,0.004733545,3.2941706,7.630655,39.988693
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1731.JPG,common_rust,plantvillage,1,0.0048256153,3.260432,7.6922345,41.934334
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1732.JPG,common_rust,plantvillage,1,0.004464018,3.2650976,7.80236,41.665295
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1733.JPG,common_rust,plantvillage,1,0.0034871027,3.23921,7.0693936,36.83022
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1734.JPG,common_rust,plantvillage,1,0.0030713796,3.079685,6.467098,35.38324
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1735.JPG,common_rust,plantvillage,1,0.004696512,3.3071332,7.642766,42.61205
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1736.JPG,common_rust,plantvillage,1,0.003807007,3.2871506,7.9397936,40.94569
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1737.JPG,common_rust,plantvillage,1,0.0039724745,3.359052,7.4951367,42.838814
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1738.JPG,common_rust,plantvillage,1,0.005257354,3.266858,7.1552825,42.728004
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1739.JPG,common_rust,plantvillage,1,0.0035516932,3.124942,7.0499496,36.04594
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1740.JPG,common_rust,plantvillage,1,0.0032234292,3.174991,6.8644223,37.453064
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1741.JPG,common_rust,plantvillage,1,0.0035482775,3.2461894,7.146001,40.232746
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1742.JPG,common_rust,plantvillage,1,0.0039514946,3.294134,7.4516664,41.851982
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1743.JPG,common_rust,plantvillage,1,0.0038417927,3.2879465,7.0528755,41.876347
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1744.JPG,common_rust,plantvillage,1,0.0034620012,3.1332085,6.6293526,37.915993
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1745.JPG,common_rust,plantvillage,1,0.0042061447,3.3172708,7.772366,45.218952
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1746.JPG,common_rust,plantvillage,1,0.0040916605,3.2044935,7.339496,38.658436
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1747.JPG,common_rust,plantvillage,1,0.004915105,3.4842012,8.5523815,45.84329
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1748.JPG,common_rust,plantvillage,1,0.003622502,3.1684966,6.723405,35.181026
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1749.JPG,common_rust,plantvillage,1,0.004124643,3.36465,8.339111,41.874294
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1750.JPG,common_rust,plantvillage,1,0.0050212727,3.3192465,7.643339,44.285625
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1751.JPG,common_rust,plantvillage,1,0.003801527,3.3916357,7.3957295,39.96225
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1752.JPG,common_rust,plantvillage,1,0.0034480642,3.2835393,7.4839997,40.567734
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1753.JPG,common_rust,plantvillage,1,0.003471392,3.3545675,7.597008,39.119537
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1754.JPG,common_rust,plantvillage,1,0.004566043,3.3295574,8.12616,42.405704
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1755.JPG,common_rust,plantvillage,1,0.0034824,3.253644,7.633576,38.586227
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1756.JPG,common_rust,plantvillage,1,0.0031455178,3.0737946,6.8846397,36.55333
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1757.JPG,common_rust,plantvillage,1,0.004250785,3.3241887,6.967289,39.76066
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1758.JPG,common_rust,plantvillage,1,0.0039450033,3.2964683,7.4457235,40.580338
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1759.JPG,common_rust,plantvillage,1,0.0042021116,3.3534303,7.331088,42.92166
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1760.JPG,common_rust,plantvillage,1,0.004540195,3.3708508,6.989034,40.854736
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1761.JPG,common_rust,plantvillage,1,0.003335448,3.1994395,6.341689,35.60747
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1762.JPG,common_rust,plantvillage,1,0.0041506006,3.347282,7.7385564,41.23618
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1763.JPG,common_rust,plantvillage,1,0.0042980397,3.4072459,8.157653,44.036674
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1764.JPG,common_rust,plantvillage,1,0.003946736,3.3044426,8.086385,42.78872
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1765.JPG,common_rust,plantvillage,1,0.0034970331,3.269441,7.572136,38.945675
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1766.JPG,common_rust,plantvillage,1,0.0030230265,3.2207584,7.131741,37.974934
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1767.JPG,common_rust,plantvillage,1,0.004557926,3.395726,8.272844,46.80465
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1768.JPG,common_rust,plantvillage,1,0.0048880894,3.2036138,7.045289,42.63475
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1769.JPG,common_rust,plantvillage,1,0.003235295,3.3470433,7.3875895,40.616005
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1770.JPG,common_rust,plantvillage,1,0.002743979,2.9683588,6.028634,34.46624
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1771.JPG,common_rust,plantvillage,1,0.0044350014,3.3086038,7.9268546,43.083817
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1772.JPG,common_rust,plantvillage,1,0.0049751406,3.3680456,8.000864,46.46387
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1773.JPG,common_rust,plantvillage,1,0.004201175,3.2912471,7.749846,44.760643
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1774.JPG,common_rust,plantvillage,1,0.003579197,3.2260766,7.3549304,39.619453
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1775.JPG,common_rust,plantvillage,1,0.0040257117,3.220698,7.4794197,42.68066
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1776.JPG,common_rust,plantvillage,1,0.0040160315,3.13213,6.8990064,38.007507
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1777.JPG,common_rust,plantvillage,1,0.003971284,3.2875957,7.520063,36.811836
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1778.JPG,common_rust,plantvillage,1,0.0029647069,3.1314428,7.1199164,36.48869
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1779.JPG,common_rust,plantvillage,1,0.003781599,3.165099,6.8376203,36.62069
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1780.JPG,common_rust,plantvillage,1,0.0040748348,3.25517,7.6539006,45.216682
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1781.JPG,common_rust,plantvillage,1,0.003628816,3.1834056,7.2986064,37.077793
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1782.JPG,common_rust,plantvillage,1,0.004359438,3.3000855,7.7752533,40.177753
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1783.JPG,common_rust,plantvillage,1,0.00369426,3.234854,7.12801,40.02639
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1784.JPG,common_rust,plantvillage,1,0.0039681643,3.3429353,7.281092,42.236557
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1785.JPG,common_rust,plantvillage,1,0.0037016026,3.1861877,7.2039094,42.982956
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1786.JPG,common_rust,plantvillage,1,0.0047361897,3.189153,7.055743,43.36368
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1787.JPG,common_rust,plantvillage,1,0.0047351024,3.3287222,8.066644,44.393814
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1788.JPG,common_rust,plantvillage,1,0.0037575676,3.111908,6.9047084,35.997692
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1789.JPG,common_rust,plantvillage,1,0.0038912366,3.1987019,7.57933,39.094242
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1790.JPG,common_rust,plantvillage,1,0.003902121,3.3170352,7.739437,39.59446
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1791.JPG,common_rust,plantvillage,1,0.0038680953,3.3419347,7.7046375,41.976074
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1792.JPG,common_rust,plantvillage,1,0.0034085137,3.2530572,7.0311933,40.03682
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1793.JPG,common_rust,plantvillage,1,0.003571033,3.2415214,7.2981443,39.760597
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1794.JPG,common_rust,plantvillage,1,0.003497127,3.2382877,7.0092,38.764015
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1795.JPG,common_rust,plantvillage,1,0.0034609097,3.237605,6.770661,38.18161
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1796.JPG,common_rust,plantvillage,1,0.003538112,3.2857304,6.9198804,38.05907
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1797.JPG,common_rust,plantvillage,1,0.0030843653,3.0660653,7.2191796,41.93344
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1799.JPG,common_rust,plantvillage,1,0.004547599,3.1875808,7.0756273,39.368042
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1800.JPG,common_rust,plantvillage,1,0.004798387,3.2583406,7.7089057,43.720795
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1801.JPG,common_rust,plantvillage,1,0.0035380747,3.35562,7.783315,42.889534
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1802.JPG,common_rust,plantvillage,1,0.004092164,3.3318381,7.876059,44.857655
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1803.JPG,common_rust,plantvillage,1,0.0037882011,3.1076102,6.446807,40.74372
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1804.JPG,common_rust,plantvillage,1,0.0046562916,3.2798107,7.533715,41.179466
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1805.JPG,common_rust,plantvillage,1,0.0038867441,3.2209964,7.2745786,40.294464
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1806.JPG,common_rust,plantvillage,1,0.0034508733,3.100127,7.055406,37.762146
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1807.JPG,common_rust,plantvillage,1,0.003390606,2.9616077,6.019646,34.23103
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1808.JPG,common_rust,plantvillage,1,0.0039838245,2.98901,5.9920764,34.74433
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1809.JPG,common_rust,plantvillage,1,0.0034990902,3.1066227,6.968339,38.488304
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1810.JPG,common_rust,plantvillage,1,0.0033063765,3.0738943,6.479892,37.15223
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1811.JPG,common_rust,plantvillage,1,0.00235378,2.8801332,5.8655047,36.16143
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1812.JPG,common_rust,plantvillage,1,0.0030450788,3.1046479,6.444229,37.413906
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1813.JPG,common_rust,plantvillage,1,0.004109408,3.205488,7.4300494,42.54178
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1814.JPG,common_rust,plantvillage,1,0.0032482313,3.0399244,6.8418303,38.06283
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1815.JPG,common_rust,plantvillage,1,0.0028391164,3.0126667,6.513531,36.7324
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1816.JPG,common_rust,plantvillage,1,0.0032235447,2.9508767,6.5354276,35.283447
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1817.JPG,common_rust,plantvillage,1,0.0036244718,3.031816,6.4661703,36.211163
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1818.JPG,common_rust,plantvillage,1,0.0035526743,3.1227777,7.1006536,38.52404
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1819.JPG,common_rust,plantvillage,1,0.0030695116,3.1069589,6.907164,37.017117
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1820.JPG,common_rust,plantvillage,1,0.0033468965,3.0092967,6.20691,35.068077
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1822.JPG,common_rust,plantvillage,1,0.0030726483,3.0676355,6.5111794,35.00377
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Common_rust_/RS_Rust 1823.JPG,common_rust,plantvillage,1,0.0029884148,3.0618877,6.545889,33.30943
